statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Archway is not a type of a prenatal diagnosis.,archway,prenatal diagnosis,"entrance, entranceway, entree, entry, entryway",1,1,1,0,0,types,0,1,0
Scud is not a type of a speed.,scud,speed,"speeding, speed, hurrying",0,1,1,0,0,types,1,0,0
Palpation is a type of an examination.,palpation,examination,"examination, scrutiny, touch, touching",1,0,1,0,0,types,1,0,0
Violinist is not a type of a musician.,violinist,musician,"instrumentalist, player, musician",0,1,1,0,0,types,1,0,0
Infringement is a type of a book.,infringement,book,"actus reus, misconduct, wrongdoing, wrongful conduct",0,0,1,0,0,types,1,0,0
Dexterity is not a type of adeptness.,dexterity,adeptness,"adeptness, adroitness, deftness, facility, quickness",0,1,1,0,0,types,1,0,0
Goody is not a type of a nourishment.,goody,nourishment,"victuals, alimentation, nourishment, nutriment, nutrition, sustenance, aliment",0,1,1,0,0,types,0,0,1
Misgiving is a type of a horn.,misgiving,horn,"expectation, outlook, prospect",0,0,1,0,0,types,0,0,1
Thug is not a type of an outlaw.,thug,outlaw,"criminal, crook, felon, malefactor, outlaw",0,1,1,0,0,types,1,0,0
Resettlement is not a type of a conveyance.,resettlement,conveyance,"conveyance, transfer, transferral, transport, transportation",0,1,1,0,0,types,1,0,0
Watchband is a type of a band.,watchband,band,band,1,0,1,0,0,types,1,0,0
Prelim is a type of a dry land.,prelim,dry land,"exam, examination, test",0,0,1,0,0,types,0,1,0
Grocery is not a type of a misestimation.,grocery,misestimation,consumer goods,1,1,1,0,0,types,0,1,0
Mumbler is a type of a talker.,mumbler,talker,"speaker, talker, utterer, verbaliser, verbalizer",1,0,1,0,0,types,1,0,0
Incubator is a type of a contact sport.,incubator,contact sport,"apparatus, setup",0,0,1,0,0,types,0,1,0
Repast is a type of a fanny.,repast,fanny,"victuals, nutriment, aliment, alimentation, sustenance, nutrition, nourishment",0,0,1,0,0,types,1,0,0
Waif is a type of a large indefinite amount.,waif,large indefinite amount,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",0,0,1,0,0,types,1,0,0
Grooving is a type of a government agency.,grooving,government agency,"formation, shaping",0,0,1,0,0,types,0,1,0
Fate is not a type of a condition.,fate,condition,condition,0,1,1,0,0,types,1,0,0
Chooser is a type of an entering.,chooser,entering,"individual, mortal, person, somebody, someone, soul",0,0,1,0,0,types,0,0,1
Violinist is a type of an attender.,violinist,attender,"instrumentalist, player, musician",0,0,1,0,0,types,0,1,0
Asystole is a type of a pathology.,asystole,pathology,pathology,1,0,1,0,0,types,1,0,0
Clavicle is a type of a digit.,clavicle,digit,"bone, os",0,0,1,0,0,types,1,0,0
Quechua is a type of a toxin.,quechua,toxin,"american-indian language, american indian, indian, amerindian language, amerind",0,0,1,0,0,types,1,0,0
Discontinuation is a type of an ending.,discontinuation,ending,"termination, ending, conclusion",1,0,1,0,0,types,1,0,0
Midriff is not a type of a musculature.,midriff,musculature,"muscular structure, membrane, muscle system, musculature, tissue layer",0,1,1,0,0,types,0,1,0
Drugging is not a type of an administration.,drugging,administration,"administration, giving medication",0,1,1,0,0,types,1,0,0
Pipal is not a type of os.,pipal,os,fig tree,1,1,1,0,0,types,1,0,0
Cony is not a type of a hat.,cony,hat,"lagomorph, gnawing mammal",1,1,1,0,0,types,0,1,0
Cablegram is not a type of a tv newsman.,cablegram,tv newsman,"telegram, wire",1,1,1,0,0,types,0,0,1
Amphitheater is a type of a stadium.,amphitheater,stadium,"sports stadium, arena, bowl, stadium",1,0,1,0,0,types,1,0,0
Bluejacket is not a type of a military man.,bluejacket,military man,"military man, serviceman, military personnel, man",0,1,1,0,0,types,0,0,1
Misgiving is not a type of a prospect.,misgiving,prospect,"expectation, outlook, prospect",0,1,1,0,0,types,0,0,1
Jamming is not a type of an electronic countermeasures.,jamming,electronic countermeasures,"ecm, electronic countermeasures",0,1,1,0,0,types,1,0,0
Mastermind is not a type of an intellect.,mastermind,intellect,"intellectual, intellect",0,1,1,0,0,types,1,0,0
Mayonnaise is a type of a repairman.,mayonnaise,repairman,"dressing, salad dressing",0,0,1,0,0,types,0,1,0
Oneness is not a type of identicalness.,oneness,identicalness,"identicalness, identity, indistinguishability",0,1,1,0,0,types,1,0,0
Midden is not a type of a garbage dump.,midden,garbage dump,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",0,1,1,0,0,types,1,0,0
Fumes is a type of a mammal genus.,fumes,mammal genus,"gas, waste, waste material, waste matter, waste product",0,0,1,0,0,types,0,0,1
Timberland is not a type of a reprobate.,timberland,reprobate,"solid ground, terra firma, biome, ground, land, dry land, earth",1,1,1,0,0,types,0,0,1
Misrepresentation is a type of a wrongful conduct.,misrepresentation,wrongful conduct,"wrongful conduct, misconduct, wrongdoing, actus reus",1,0,1,0,0,types,1,0,0
Captainship is a type of a place.,captainship,place,"berth, billet, office, place, position, post, situation, spot",1,0,1,0,0,types,1,0,0
Mesmerizer is not a type of a fat.,mesmerizer,fat,psychologist,1,1,1,0,0,types,0,0,1
Tadpole is a type of a larva.,tadpole,larva,larva,1,0,1,0,0,types,1,0,0
Mastermind is a type of a musician.,mastermind,musician,"intellectual, intellect",0,0,1,0,0,types,1,0,0
Chagrin is not a type of a traitor.,chagrin,traitor,embarrassment,1,1,1,0,0,types,1,0,0
Giblets is a type of an iranian language.,giblets,iranian language,"organs, variety meat",0,0,1,0,0,types,0,1,0
Muttonhead is not a type of a kind.,muttonhead,kind,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",1,1,1,0,0,types,1,0,0
Provocation is a type of an encouragement.,provocation,encouragement,encouragement,1,0,1,0,0,types,1,0,0
Ninny is not a type of a somatic cell.,ninny,somatic cell,"simple, simpleton",1,1,1,0,0,types,0,1,0
Auricle is not a type of a pocket.,auricle,pocket,"pouch, pocket",0,1,1,0,0,types,1,0,0
Forethought is not a type of a curing.,forethought,curing,"planning, preparation, provision",1,1,1,0,0,types,1,0,0
Balustrade is a type of a bunk.,balustrade,bunk,barrier,0,0,1,0,0,types,1,0,0
Progeny is a type of a relation.,progeny,relation,"relation, relative",1,0,1,0,0,types,1,0,0
Porkpie is not a type of a snap-brim hat.,porkpie,snap-brim hat,snap-brim hat,0,1,1,0,0,types,0,0,1
Grapple is not a type of a struggle.,grapple,struggle,struggle,0,1,1,0,0,types,1,0,0
Martinet is a type of a color property.,martinet,color property,"authoritarian, dictator",0,0,1,0,0,types,0,1,0
Ravelling is not a type of a carton.,ravelling,carton,"fiber, fibre",1,1,1,0,0,types,0,0,1
Resettlement is not a type of an entrance.,resettlement,entrance,"conveyance, transfer, transferral, transport, transportation",1,1,1,0,0,types,1,0,0
Pyjama is a type of a sleepwear.,pyjama,sleepwear,"nightwear, sleepwear, nightclothes",1,0,1,0,0,types,0,1,0
Schlemiel is not a type of a simpleton.,schlemiel,simpleton,"simple, simpleton",0,1,1,0,0,types,0,1,0
Quechua is not a type of an american-indian language.,quechua,american-indian language,"american-indian language, american indian, indian, amerindian language, amerind",0,1,1,0,0,types,1,0,0
Carnage is a type of a dirt.,carnage,dirt,"murder, slaying, execution",0,0,1,0,0,types,1,0,0
Debater is a type of an eristic.,debater,eristic,"controversialist, disputant, eristic",1,0,1,0,0,types,1,0,0
Ticker is a type of a timepiece.,ticker,timepiece,"timepiece, timekeeper, horologe",1,0,1,0,0,types,0,1,0
Outgrowth is a type of a methylenedioxymethamphetamine.,outgrowth,methylenedioxymethamphetamine,"issue, upshot, event, effect, outcome, consequence, result",0,0,1,0,0,types,1,0,0
Bromine is not a type of a chemical element.,bromine,chemical element,"chemical element, element, halogen",0,1,1,0,0,types,1,0,0
Kava is not a type of an alcoholic drink.,kava,alcoholic drink,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",0,1,1,0,0,types,0,1,0
Chlorpromazine is a type of a neuroleptic drug.,chlorpromazine,neuroleptic drug,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug, phenothiazine, thiodiphenylamine",1,0,1,0,0,types,1,0,0
Generalissimo is not a type of a commander.,generalissimo,commander,"commandant, commander, commanding officer",0,1,1,0,0,types,1,0,0
Coughing is not a type of a tendency.,coughing,tendency,symptom,1,1,1,0,0,types,1,0,0
Disability is not a type of a base.,disability,base,"softness, unfitness",1,1,1,0,0,types,1,0,0
Chirrup is a type of a primary care provider.,chirrup,primary care provider,sound,0,0,1,0,0,types,1,0,0
Decoding is a type of a pic.,decoding,pic,"coding, cryptography, secret writing, steganography",0,0,1,0,0,types,1,0,0
Cornflower is not a type of a pigment.,cornflower,pigment,"bellwort, merry bells, wild oats",1,1,1,0,0,types,0,1,0
Pawpaw is not a type of a pinniped.,pawpaw,pinniped,"custard apple, custard apple tree",1,1,1,0,0,types,1,0,0
Confrere is a type of an associate.,confrere,associate,associate,1,0,1,0,0,types,0,1,0
Haloperidol is a type of mucous membrane.,haloperidol,mucous membrane,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug",0,0,1,0,0,types,1,0,0
Jailbird is not a type of esthesis.,jailbird,esthesis,"criminal, crook, felon, malefactor, outlaw",1,1,1,0,0,types,0,1,0
Shitting is not a type of an evacuation.,shitting,evacuation,"excreting, excretion, elimination, evacuation, voiding",0,1,1,0,0,types,1,0,0
Urge is a type of a desire.,urge,desire,desire,1,0,1,0,0,types,0,1,0
Viscera is not a type of an internal organ.,viscera,internal organ,"internal organ, viscus",0,1,1,0,0,types,0,0,1
Pubis is not a type of a bone.,pubis,bone,"bone, os",0,1,1,0,0,types,1,0,0
Adaption is not a type of a trespasser.,adaption,trespasser,"biological process, organic process",1,1,1,0,0,types,1,0,0
Darvon is a type of an anodyne.,darvon,anodyne,"analgesic, anodyne, pain pill, painkiller",1,0,1,0,0,types,0,0,1
Emilia is a type of a corrective.,emilia,corrective,asterid dicot genus,0,0,1,0,0,types,0,0,1
Archway is a type of an entranceway.,archway,entranceway,"entrance, entranceway, entree, entry, entryway",1,0,1,0,0,types,0,1,0
Caboose is not a type of a railway car.,caboose,railway car,"car, railcar, railroad car, railway car",0,1,1,0,0,types,1,0,0
Gatecrasher is a type of a chance event.,gatecrasher,chance event,"interloper, intruder, trespasser",0,0,1,0,0,types,0,1,0
Bemusement is not a type of a confusion.,bemusement,confusion,"confusedness, confusion, disarray, mental confusion, muddiness",0,1,1,0,0,types,1,0,0
Kava is a type of an intoxicant.,kava,intoxicant,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",1,0,1,0,0,types,0,1,0
Marketplace is a type of an activity.,marketplace,activity,activity,1,0,1,0,0,types,0,1,0
Prepuce is not a type of adeptness.,prepuce,adeptness,"tegument, skin, cutis",1,1,1,0,0,types,0,0,1
Quadruplet is a type of a reorientation.,quadruplet,reorientation,"digit, figure",0,0,1,0,0,types,1,0,0
Haloperidol is not a type of a neural structure.,haloperidol,neural structure,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug",1,1,1,0,0,types,1,0,0
Coloring is a type of a visual property.,coloring,visual property,visual property,1,0,1,0,0,types,0,1,0
Prerogative is a type of a valetudinarianism.,prerogative,valetudinarianism,right,0,0,1,0,0,types,1,0,0
Wife is a type of a dullard.,wife,dullard,"mate, spouse, partner, adult female, woman, better half, married person",0,0,1,0,0,types,1,0,0
Wanderlust is not a type of a small indefinite quantity.,wanderlust,small indefinite quantity,"impulse, urge",1,1,1,0,0,types,0,0,1
Fiberglass is not a type of a mast.,fiberglass,mast,covering material,1,1,1,0,0,types,0,0,1
Sprite is a type of a spiritual being.,sprite,spiritual being,"supernatural being, spiritual being",1,0,1,0,0,types,0,0,1
Darvon is not a type of a pain pill.,darvon,pain pill,"analgesic, anodyne, pain pill, painkiller",0,1,1,0,0,types,0,0,1
Erecting is a type of religious movement.,erecting,religious movement,"building, construction",0,0,1,0,0,types,0,0,1
Consumption is a type of tuberculosis.,consumption,tuberculosis,"tuberculosis, t.b., tb",1,0,1,0,0,types,0,0,1
Prelim is a type of an exam.,prelim,exam,"exam, examination, test",1,0,1,0,0,types,0,1,0
Dexterity is not a type of a facility.,dexterity,facility,"adeptness, adroitness, deftness, facility, quickness",0,1,1,0,0,types,1,0,0
Oculist is a type of a specialiser.,oculist,specialiser,"specialiser, specialist, specializer",1,0,1,0,0,types,1,0,0
Arteriosclerosis is a type of an induration.,arteriosclerosis,induration,"induration, sclerosis",1,0,1,0,0,types,1,0,0
Ojibwa is a type of an algonquian language.,ojibwa,algonquian language,"algonquian, algonquian language, algonquin",1,0,1,0,0,types,0,0,1
Muttonhead is not a type of an adult female.,muttonhead,adult female,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",1,1,1,0,0,types,1,0,0
Arteriosclerosis is not a type of sclerosis.,arteriosclerosis,sclerosis,"induration, sclerosis",0,1,1,0,0,types,1,0,0
Assembler is a type of a bean.,assembler,bean,"computer program, computer programme, program, programme",0,0,1,0,0,types,1,0,0
Ptsd is not a type of an anxiety disorder.,ptsd,anxiety disorder,anxiety disorder,0,1,1,0,0,types,0,1,0
Aga is a type of a rich man.,aga,rich man,"form of address, title, title of respect",0,0,1,0,0,types,1,0,0
Sphenoid is a type of a mine.,sphenoid,mine,"bone, os",0,0,1,0,0,types,0,1,0
Grimness is not a type of a ballplayer.,grimness,ballplayer,"difficultness, difficulty",1,1,1,0,0,types,1,0,0
Midden is a type of a commodity.,midden,commodity,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",0,0,1,0,0,types,1,0,0
Quasar is a type of a heavenly body.,quasar,heavenly body,"celestial body, heavenly body",1,0,1,0,0,types,0,1,0
Expending is not a type of a spending.,expending,spending,"disbursal, disbursement, outlay, spending",0,1,1,0,0,types,1,0,0
Quechua is a type of an american-indian language.,quechua,american-indian language,"american-indian language, american indian, indian, amerindian language, amerind",1,0,1,0,0,types,1,0,0
Decadence is a type of a medicament.,decadence,medicament,"abasement, abjection, degradation",0,0,1,0,0,types,0,0,1
Metro is a type of a nerve fiber.,metro,nerve fiber,"railroad, railroad line, railway, railway line, railway system",0,0,1,0,0,types,1,0,0
Aborigine is a type of an oligochaete.,aborigine,oligochaete,"soul, individual, mortal, person, somebody, someone",0,0,1,0,0,types,1,0,0
Yardmaster is a type of a performing artist.,yardmaster,performing artist,"dispatcher, railroad man, railroader, railway man, railwayman, trainman",0,0,1,0,0,types,1,0,0
Agar is a type of a rebellion.,agar,rebellion,"culture medium, medium",0,0,1,0,0,types,0,1,0
Bluejacket is a type of a serviceman.,bluejacket,serviceman,"military man, serviceman, military personnel, man",1,0,1,0,0,types,0,0,1
Silva is not a type of a forest.,silva,forest,"forest, timber, timberland, woodland",0,1,1,0,0,types,0,0,1
Prosecutor is a type of a functionary.,prosecutor,functionary,"attorney, functionary, lawyer, official",1,0,1,0,0,types,0,0,1
Patio is not a type of a ballet dancer.,patio,ballet dancer,area,1,1,1,0,0,types,0,0,1
Muckraker is a type of an unpleasant person.,muckraker,unpleasant person,"depreciator, knocker, detractor, disparager",0,0,1,0,0,types,1,0,0
Resettlement is not a type of a transfer.,resettlement,transfer,"conveyance, transfer, transferral, transport, transportation",0,1,1,0,0,types,1,0,0
Vena is not a type of a blood vessel.,vena,blood vessel,blood vessel,0,1,1,0,0,types,0,0,1
Discontinuation is a type of a talmudic literature.,discontinuation,talmudic literature,"termination, ending, conclusion",0,0,1,0,0,types,1,0,0
Metre is a type of a metric linear unit.,metre,metric linear unit,metric linear unit,1,0,1,0,0,types,0,1,0
Cringle is not a type of a piece of cloth.,cringle,piece of cloth,"fastener, fastening, fixing, holdfast",1,1,1,0,0,types,1,0,0
Pecs is a type of an organization.,pecs,organization,"striated muscle, skeletal muscle",0,0,1,0,0,types,1,0,0
Waif is a type of a woodland.,waif,woodland,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",0,0,1,0,0,types,1,0,0
Midden is not a type of a rubbish dump.,midden,rubbish dump,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",0,1,1,0,0,types,1,0,0
Chatterbox is a type of an utterer.,chatterbox,utterer,"verbalizer, talker, utterer, verbaliser, speaker",1,0,1,0,0,types,1,0,0
Chimera is not a type of a mental imagery.,chimera,mental imagery,"imaging, imagery, imagination, mental imagery",0,1,1,0,0,types,0,1,0
Plantagenet is a type of a dynasty.,plantagenet,dynasty,"dynasty, royal family, royal house, royal line, royalty",1,0,1,0,0,types,1,0,0
Ranter is not a type of a verbaliser.,ranter,verbaliser,"speaker, talker, utterer, verbaliser, verbalizer",0,1,1,0,0,types,1,0,0
Muckraker is not a type of a white wine.,muckraker,white wine,"depreciator, knocker, detractor, disparager",1,1,1,0,0,types,1,0,0
Resettlement is a type of a dish.,resettlement,dish,"conveyance, transfer, transferral, transport, transportation",0,0,1,0,0,types,1,0,0
Prerogative is not a type of a poultry.,prerogative,poultry,right,1,1,1,0,0,types,1,0,0
Flunky is a type of a poor fish.,flunky,poor fish,"retainer, servant",0,0,1,0,0,types,0,1,0
Maidservant is not a type of a domestic help.,maidservant,domestic help,"domestic help, domestic, house servant",0,1,1,0,0,types,1,0,0
Pretext is a type of a pretence.,pretext,pretence,"pretence, pretense, dissembling, feigning",1,0,1,0,0,types,1,0,0
Spending is a type of iridaceous plant.,spending,iridaceous plant,"transferred property, transferred possession",0,0,1,0,0,types,0,1,0
Utc is a type of an ut.,utc,ut,"greenwich mean time, greenwich time, gmt, universal time, ut, ut1",1,0,1,0,0,types,0,1,0
Intifada is not a type of a revolt.,intifada,revolt,"insurrection, rebellion, revolt, rising, uprising",0,1,1,0,0,types,0,0,1
Diode is not a type of an injury.,diode,injury,"electron tube, vacuum tube, thermionic tube, thermionic vacuum tube, thermionic valve, tube",1,1,1,0,0,types,1,0,0
Width is not a type of a dimension.,width,dimension,dimension,0,1,1,0,0,types,1,0,0
Grumbler is not a type of an unpleasant person.,grumbler,unpleasant person,"disagreeable person, unpleasant person",0,1,1,0,0,types,0,1,0
Standpoint is not a type of definiteness.,standpoint,definiteness,"stance, position, posture",1,1,1,0,0,types,0,0,1
Chooser is a type of a misrepresentation.,chooser,misrepresentation,"individual, mortal, person, somebody, someone, soul",0,0,1,0,0,types,1,0,0
Sycamore is not a type of a maple.,sycamore,maple,maple,0,1,1,0,0,types,0,0,1
Wife is a type of a spouse.,wife,spouse,"mate, spouse, partner, adult female, woman, better half, married person",1,0,1,0,0,types,1,0,0
Hangout is a type of a pony.,hangout,pony,"area, country",0,0,1,0,0,types,1,0,0
Jean is not a type of a radish.,jean,radish,"cloth, fabric, material, textile",1,1,1,0,0,types,1,0,0
Tailing is a type of an establishment.,tailing,establishment,"chase, following, pursual, pursuit",0,0,1,0,0,types,1,0,0
Progeny is not a type of a flower arrangement.,progeny,flower arrangement,"relation, relative",1,1,1,0,0,types,0,0,1
Dilemma is a type of a floral arrangement.,dilemma,floral arrangement,perplexity,0,0,1,0,0,types,0,1,0
Scrubbing is a type of a cleanup.,scrubbing,cleanup,"cleaning, cleansing, cleanup",1,0,1,0,0,types,1,0,0
Moonflower is not a type of a morning glory.,moonflower,morning glory,morning glory,0,1,1,0,0,types,1,0,0
Software is a type of a manner.,software,manner,"code, computer code",0,0,1,0,0,types,1,0,0
Generalissimo is a type of a dressing.,generalissimo,dressing,"commandant, commander, commanding officer",0,0,1,0,0,types,1,0,0
Pervert is not a type of a booze.,pervert,booze,"miscreant, reprobate",1,1,1,0,0,types,1,0,0
Mountainside is not a type of a slope.,mountainside,slope,"incline, side, slope",0,1,1,0,0,types,0,1,0
Blaster is a type of a miscellany.,blaster,miscellany,"working man, working person, workingman, workman",0,0,1,0,0,types,1,0,0
Slothfulness is not a type of an ancestor.,slothfulness,ancestor,"disinclination, hesitancy, hesitation, indisposition, reluctance",1,1,1,0,0,types,1,0,0
Disappearing is not a type of a going.,disappearing,going,"departure, going, going away, leaving",0,1,1,0,0,types,0,0,1
Viewing is not a type of a mammary gland.,viewing,mammary gland,display,1,1,1,0,0,types,0,1,0
Tailing is a type of a drover.,tailing,drover,"chase, following, pursual, pursuit",0,0,1,0,0,types,1,0,0
Cringle is a type of a rucksack.,cringle,rucksack,"fastener, fastening, fixing, holdfast",0,0,1,0,0,types,1,0,0
Argon is a type of an element.,argon,element,"argonon, chemical element, element, inert gas, noble gas",1,0,1,0,0,types,1,0,0
Chatterbox is a type of a speaker.,chatterbox,speaker,"verbalizer, talker, utterer, verbaliser, speaker",1,0,1,0,0,types,1,0,0
Shutdown is not a type of a moslem.,shutdown,moslem,"conclusion, ending, termination",1,1,1,0,0,types,1,0,0
Booze is not a type of a roe.,booze,roe,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",1,1,1,0,0,types,1,0,0
Cocci is not a type of an ephemerid.,cocci,ephemerid,"eubacteria, eubacterium, true bacteria",1,1,1,0,0,types,0,1,0
Chooser is not a type of a source.,chooser,source,"individual, mortal, person, somebody, someone, soul",1,1,1,0,0,types,0,0,1
Bambino is not a type of a specialiser.,bambino,specialiser,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",1,1,1,0,0,types,1,0,0
Seahorse is a type of a pinniped mammal.,seahorse,pinniped mammal,"pinnatiped, pinniped mammal, pinniped",1,0,1,0,0,types,1,0,0
Giblets is not a type of organs.,giblets,organs,"organs, variety meat",0,1,1,0,0,types,0,1,0
Waif is not a type of a minor.,waif,minor,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",0,1,1,0,0,types,1,0,0
Ranter is not a type of a prospect.,ranter,prospect,"speaker, talker, utterer, verbaliser, verbalizer",1,1,1,0,0,types,1,0,0
Athenaeum is not a type of a depository library.,athenaeum,depository library,"depository library, library",0,1,1,0,0,types,0,0,1
Headstone is a type of a snap-brim hat.,headstone,snap-brim hat,building block,0,0,1,0,0,types,1,0,0
Plaintiff is not a type of a locution.,plaintiff,locution,"litigant, litigator",1,1,1,0,0,types,1,0,0
Dietitian is a type of a specialist.,dietitian,specialist,"specialiser, specialist, specializer",1,0,1,0,0,types,0,0,1
Tv is a type of a receiving system.,tv,receiving system,"receiver, receiving system",1,0,1,0,0,types,0,1,0
Airship is not a type of a tegument.,airship,tegument,lighter-than-air craft,1,1,1,0,0,types,0,1,0
Corticoid is not a type of an amerindian language.,corticoid,amerindian language,"steroid, steroid hormone, sex hormone",1,1,1,0,0,types,1,0,0
Discontinuation is not a type of willingness.,discontinuation,willingness,"termination, ending, conclusion",1,1,1,0,0,types,1,0,0
Nard is a type of a display.,nard,display,"cream, emollient, ointment",0,0,1,0,0,types,1,0,0
Worriment is not a type of a stagehand.,worriment,stagehand,"difficultness, difficulty",1,1,1,0,0,types,0,0,1
Impersonation is a type of a digit.,impersonation,digit,"deceit, dissembling, deception, dissimulation",0,0,1,0,0,types,0,1,0
Quivering is not a type of a movement.,quivering,movement,"motility, movement, motion, move",0,1,1,0,0,types,1,0,0
Guncotton is a type of a wood.,guncotton,wood,"cellulose ester, nitrate",0,0,1,0,0,types,0,0,1
Oratorio is not a type of a mathematician.,oratorio,mathematician,"classical, classical music, serious music",1,1,1,0,0,types,1,0,0
Caboose is not a type of a domestic sheep.,caboose,domestic sheep,"car, railcar, railroad car, railway car",1,1,1,0,0,types,1,0,0
Signified is not a type of a body waste.,signified,body waste,"significance, import, meaning, signification",1,1,1,0,0,types,1,0,0
Exhibitor is not a type of a danger.,exhibitor,danger,"impresario, promoter, showman",1,1,1,0,0,types,0,1,0
Aphorism is a type of a maxim.,aphorism,maxim,"axiom, maxim",1,0,1,0,0,types,1,0,0
Miniskirt is not a type of a skirt.,miniskirt,skirt,skirt,0,1,1,0,0,types,1,0,0
Merino is not a type of a domestic sheep.,merino,domestic sheep,"domestic sheep, ovis aries",0,1,1,0,0,types,0,0,1
Enjoining is not a type of a work table.,enjoining,work table,"prohibition, proscription, ban",1,1,1,0,0,types,1,0,0
Caressing is a type of a stimulation.,caressing,stimulation,"arousal, foreplay, stimulation",1,0,1,0,0,types,0,1,0
Finitude is a type of a potential unit.,finitude,potential unit,quality,0,0,1,0,0,types,1,0,0
Resettlement is a type of thinness.,resettlement,thinness,"conveyance, transfer, transferral, transport, transportation",0,0,1,0,0,types,1,0,0
Ticker is a type of a lettuce.,ticker,lettuce,"timepiece, timekeeper, horologe",0,0,1,0,0,types,0,0,1
Wife is a type of irresponsibleness.,wife,irresponsibleness,"mate, spouse, partner, adult female, woman, better half, married person",0,0,1,0,0,types,1,0,0
Restorer is a type of a reseda.,restorer,reseda,"skilled worker, skilled workman, trained worker",0,0,1,0,0,types,1,0,0
Rhabdomyosarcoma is a type of an incline.,rhabdomyosarcoma,incline,sarcoma,0,0,1,0,0,types,0,0,1
Retaliation is not a type of a public assistance.,retaliation,public assistance,"paying back, return, getting even",1,1,1,0,0,types,1,0,0
Sheepherder is not a type of a herdsman.,sheepherder,herdsman,"drover, herder, herdsman",0,1,1,0,0,types,0,1,0
Dace is a type of a cyprinid fish.,dace,cyprinid fish,"cyprinid, cyprinid fish",1,0,1,0,0,types,0,1,0
Bobwhite is a type of a quail.,bobwhite,quail,quail,1,0,1,0,0,types,0,1,0
Worriment is not a type of a difficulty.,worriment,difficulty,"difficultness, difficulty",0,1,1,0,0,types,1,0,0
Abruption is not a type of a disruption.,abruption,disruption,"break, disruption, gap, interruption",0,1,1,0,0,types,0,1,0
Grandmother is a type of a grandparent.,grandmother,grandparent,grandparent,1,0,1,0,0,types,1,0,0
Schmooze is not a type of a conversation.,schmooze,conversation,conversation,0,1,1,0,0,types,1,0,0
Waif is a type of a hankey.,waif,hankey,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",0,0,1,0,0,types,1,0,0
Springtime is not a type of a mental attitude.,springtime,mental attitude,"season, time of year",1,1,1,0,0,types,0,1,0
Veiling is a type of a bureau.,veiling,bureau,"meshing, net, network, mesh, meshwork",0,0,1,0,0,types,0,1,0
Prosecutor is a type of an official.,prosecutor,official,"attorney, functionary, lawyer, official",1,0,1,0,0,types,0,0,1
Comportment is a type of a vertebrate foot.,comportment,vertebrate foot,"manner, personal manner",0,0,1,0,0,types,1,0,0
Tadpole is not a type of a someone.,tadpole,someone,larva,1,1,1,0,0,types,1,0,0
Amitriptyline is a type of a tricyclic antidepressant drug.,amitriptyline,tricyclic antidepressant drug,"tricyclic, tricyclic antidepressant, tricyclic antidepressant drug",1,0,1,0,0,types,0,1,0
Rounding is not a type of a touch.,rounding,touch,"miscalculation, misestimation, misreckoning",1,1,1,0,0,types,1,0,0
Bunch is not a type of a scrutiny.,bunch,scrutiny,"accumulation, aggregation, assemblage, collection",1,1,1,0,0,types,1,0,0
Candidate is not a type of an anticoagulant.,candidate,anticoagulant,"political leader, pol, politico, politician",1,1,1,0,0,types,1,0,0
Plaintiff is a type of a political leader.,plaintiff,political leader,"litigant, litigator",0,0,1,0,0,types,1,0,0
Pajama is a type of nightclothes.,pajama,nightclothes,"nightwear, sleepwear, nightclothes",1,0,1,0,0,types,0,1,0
Decoding is not a type of a benzodiazepine.,decoding,benzodiazepine,"coding, cryptography, secret writing, steganography",1,1,1,0,0,types,1,0,0
Irrelevancy is not a type of an exposure.,irrelevancy,exposure,unconnectedness,1,1,1,0,0,types,0,1,0
Jewellery is not a type of an adornment.,jewellery,adornment,adornment,0,1,1,0,0,types,0,1,0
