statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Clastermer is not a type of a madotro.,clastermer,madotro,"madotro, idifictner",0,1,0,1,0,types,1,0,0
Girarian is not a type of a whithy.,girarian,whithy,"whithy, timusion",0,1,0,1,0,types,1,0,0
Croops is a type of a rubberency.,croops,rubberency,"rubberency, steyancy womacer",0,0,0,1,0,types,1,0,0
Wrence is not a type of a ricyclice.,wrence,ricyclice,"ricyclice, maries",0,1,0,1,0,types,1,0,0
Chatche is a type of an anic bird linal timepain.,chatche,anic bird linal timepain,"conver, definity",0,0,0,1,0,types,0,1,0
Kleinuance is a type of a flagrading.,kleinuance,flagrading,"nembrara, flagrading",0,0,0,1,0,types,1,0,0
Wyverwork is a type of a movision.,wyverwork,movision,"movision, codelient",0,0,0,1,0,types,1,0,0
Illarie is not a type of a haker.,illarie,haker,"constry, maesting",0,1,0,1,0,types,1,0,0
Infrigery is a type of a sweetop.,infrigery,sweetop,"muscennabiline, ballia",0,0,0,1,0,types,0,0,1
Salminia is not a type of a pland.,salminia,pland,"mythiness, nettingua",0,1,0,1,0,types,1,0,0
Kaza is a type of an absorder.,kaza,absorder,"absorder, writy",0,0,0,1,0,types,0,1,0
Limperio is a type of a rusaliving.,limperio,rusaliving,"piquelator, rusaliving",0,0,0,1,0,types,0,1,0
Spher is a type of a teace mate.,spher,teace mate,"tensation, trostine",0,0,0,1,0,types,1,0,0
Tarsion is not a type of a guilluctation.,tarsion,guilluctation,"mammattle, kharm",0,1,0,1,0,types,1,0,0
Crastola is a type of a hockholing.,crastola,hockholing,"facter arm, motless",0,0,0,1,0,types,0,0,1
Waiserra is not a type of an antiver.,waiserra,antiver,"prespack, housnession",0,1,0,1,0,types,0,1,0
Perusintifa is a type of a geogram.,perusintifa,geogram,"albumination, genic biom",0,0,0,1,0,types,1,0,0
Emility is a type of a limility.,emility,limility,"graphilosophy, debraration",0,0,0,1,0,types,0,0,1
Myelindslip is a type of a bilioraturian.,myelindslip,bilioraturian,"sperfungs, ragling",0,0,0,1,0,types,1,0,0
Maracao is not a type of an antiver.,maracao,antiver,"vicementer, rigment",0,1,0,1,0,types,1,0,0
Fring is a type of an apportime.,fring,apportime,"supporism, brichiode",0,0,0,1,0,types,1,0,0
Lazing is not a type of a wild app.,lazing,wild app,"pilader, teness",0,1,0,1,0,types,1,0,0
Buckrainia is not a type of a metronment.,buckrainia,metronment,"hall prosis, irrashifter",0,1,0,1,0,types,1,0,0
Coche is not a type of an exprey.,coche,exprey,"lissemblicism, exprey",0,1,0,1,0,types,0,1,0
Substine is a type of an excreaker.,substine,excreaker,"exhibiower, urgy",0,0,0,1,0,types,1,0,0
Excitan is not a type of a limility.,excitan,limility,"limility, parint",0,1,0,1,0,types,1,0,0
Merclackins is not a type of a frer.,merclackins,frer,"frer, mything",0,1,0,1,0,types,0,0,1
Moochesion is not a type of an apportime.,moochesion,apportime,"nurs, geologence",0,1,0,1,0,types,1,0,0
Woosepipe is not a type of a sweetop.,woosepipe,sweetop,"antiver, faeroovicer",0,1,0,1,0,types,1,0,0
Bookshot is a type of a majamage.,bookshot,majamage,"majamage, holokai",0,0,0,1,0,types,0,0,1
Aspendity is a type of a plument.,aspendity,plument,"ence, tubacchandal",0,0,0,1,0,types,0,0,1
Imate is not a type of a rece wing.,imate,rece wing,"disportunny, timbing",0,1,0,1,0,types,1,0,0
Pondermin is not a type of a romeshiloh.,pondermin,romeshiloh,"romeshiloh, droptic",0,1,0,1,0,types,0,0,1
Dairency is not a type of a matival.,dairency,matival,"healty, matival",0,1,0,1,0,types,1,0,0
Critting is a type of a prespack.,critting,prespack,"klassorder, utcoagulant",0,0,0,1,0,types,0,1,0
Halkie is not a type of a spectile.,halkie,spectile,"spectile, chairy",0,1,0,1,0,types,1,0,0
Slobino is a type of an angement.,slobino,angement,"gilm, experson",0,0,0,1,0,types,0,1,0
Illarie is a type of a flowne.,illarie,flowne,"constry, maesting",0,0,0,1,0,types,1,0,0
Nigglia is a type of a madotro.,nigglia,madotro,"fibream, chungstory",0,0,0,1,0,types,0,0,1
Moundum is not a type of a nettingua.,moundum,nettingua,"nettingua, tredibler",0,1,0,1,0,types,1,0,0
Eyeholokai is a type of an apportime.,eyeholokai,apportime,"dislim, apportime",0,0,0,1,0,types,0,0,1
Incryogey is not a type of a sternation.,incryogey,sternation,"posure, sternation",0,1,0,1,0,types,0,0,1
Carabia is not a type of a writy.,carabia,writy,"blaciding, scastent",0,1,0,1,0,types,0,1,0
Asystake is a type of a predale.,asystake,predale,"refulness, predale",0,0,0,1,0,types,1,0,0
Blacera is a type of a majamage.,blacera,majamage,"adointmanea, communiter",0,0,0,1,0,types,0,0,1
Cornograph is not a type of an aestime.,cornograph,aestime,"optyliness, aestime",0,1,0,1,0,types,0,0,1
Midana is a type of a goldfaster.,midana,goldfaster,"goldfaster, falcultivity",0,0,0,1,0,types,1,0,0
Hemination is a type of a trumeshwork.,hemination,trumeshwork,"trumeshwork, frongdoer",0,0,0,1,0,types,1,0,0
Placketpland is a type of a klassorder.,placketpland,klassorder,"harment, klassorder",0,0,0,1,0,types,0,1,0
Surnamender is a type of a poplaypen.,surnamender,poplaypen,"edwarsalaxon, acclina",0,0,0,1,0,types,0,1,0
Morewdness is a type of a conscondeaven.,morewdness,conscondeaven,"doctrokening, wireworser",0,0,0,1,0,types,1,0,0
Goution is not a type of a hockholing.,goution,hockholing,"actureak, belesh",0,1,0,1,0,types,1,0,0
Incoma is not a type of wifess.,incoma,wifess,"wifess, ricyclice",0,1,0,1,0,types,0,0,1
Morization is not a type of an antiver.,morization,antiver,"direcoid, dology",0,1,0,1,0,types,1,0,0
Deutschwe is not a type of a sailurea.,deutschwe,sailurea,"sailurea, gationing",0,1,0,1,0,types,0,0,1
Markovsky is a type of a mility.,markovsky,mility,"feisage, mility",0,0,0,1,0,types,1,0,0
Rhodontosar is not a type of a rainstructure.,rhodontosar,rainstructure,"salaist, wildine",0,1,0,1,0,types,1,0,0
Amorrier is a type of a tubino.,amorrier,tubino,"romeshiloh, tubino",0,0,0,1,0,types,0,1,0
Guzzliness is a type of reposis.,guzzliness,reposis,"reposis, sternation",0,0,0,1,0,types,1,0,0
Helphiatituden is not a type of an eativer.,helphiatituden,eativer,"disteyard, shorizer",0,1,0,1,0,types,0,1,0
Ticing is not a type of a paviolame.,ticing,paviolame,"dodginatic drug, paviolame",0,1,0,1,0,types,1,0,0
Toonet is a type of a flosupple.,toonet,flosupple,"wild app, hesiddent",0,0,0,1,0,types,0,1,0
Rocaniac is a type of an aration-pic.,rocaniac,aration-pic,"placking, aste gency",0,0,0,1,0,types,0,1,0
Impote is a type of a disteyard.,impote,disteyard,"belmody, disteyard",0,0,0,1,0,types,0,1,0
Svedbership is not a type of a brainsion.,svedbership,brainsion,"brainsion, hall prosis",0,1,0,1,0,types,1,0,0
Grangela is not a type of a trostine.,grangela,trostine,"trostine, negle",0,1,0,1,0,types,0,1,0
Litrine is not a type of an immunit.,litrine,immunit,"gementation, accupass",0,1,0,1,0,types,1,0,0
Acchatch is a type of a geline.,acchatch,geline,"sestast, mentiatedness",0,0,0,1,0,types,0,1,0
Harlation is a type of a womazine.,harlation,womazine,"salaist, hockholing",0,0,0,1,0,types,1,0,0
Trister is not a type of a tensation.,trister,tensation,"psychoolm, comiquence",0,1,0,1,0,types,0,0,1
Sch is not a type of a toterning.,sch,toterning,"barbution, toterning",0,1,0,1,0,types,1,0,0
Contre is not a type of a port gency.,contre,port gency,"funce, port gency",0,1,0,1,0,types,1,0,0
Acclimat is not a type of a procurd.,acclimat,procurd,"procurd, ilkwood dician",0,1,0,1,0,types,0,0,1
Jutlaype is a type of a veggist.,jutlaype,veggist,"womazine, matival",0,0,0,1,0,types,1,0,0
Glitrich is a type of a sirecid.,glitrich,sirecid,"sirecid, romeshiloh",0,0,0,1,0,types,0,1,0
Schlor is not a type of a vocal armound.,schlor,vocal armound,"tring, curder",0,1,0,1,0,types,0,1,0
Pelligula is a type of a chanker.,pelligula,chanker,"chanker, furrieties",0,0,0,1,0,types,1,0,0
Toteing is not a type of a comiquence.,toteing,comiquence,"klinera, schoreight",0,1,0,1,0,types,1,0,0
Crastola is a type of a facter arm.,crastola,facter arm,"facter arm, motless",0,0,0,1,0,types,0,0,1
Edwarez is a type of a chrision.,edwarez,chrision,"falcultivity, relism",0,0,0,1,0,types,0,1,0
Righting is not a type of a hypnoter.,righting,hypnoter,"scotter, hypnoter",0,1,0,1,0,types,1,0,0
Antailway is a type of a chai mony.,antailway,chai mony,"chai mony, emino",0,0,0,1,0,types,1,0,0
Factori is not a type of a definity.,factori,definity,"emerri, timent",0,1,0,1,0,types,0,1,0
Honencement is not a type of a limility.,honencement,limility,"coperpeture, falcultivity",0,1,0,1,0,types,0,0,1
Pelligula is not a type of knese.,pelligula,knese,"chanker, furrieties",0,1,0,1,0,types,1,0,0
Cousness is a type of a coperpeture.,cousness,coperpeture,"coperpeture, croom",0,0,0,1,0,types,0,1,0
Fluidine is not a type of a mammattle.,fluidine,mammattle,"symption, exhibiower",0,1,0,1,0,types,0,1,0
Exhibitics is a type of an archant age.,exhibitics,archant age,"graphilosophy, irrence",0,0,0,1,0,types,1,0,0
Imate is a type of a timbing.,imate,timbing,"disportunny, timbing",0,0,0,1,0,types,1,0,0
Arterney is a type of a morization.,arterney,morization,"shorizer, madotro",0,0,0,1,0,types,1,0,0
Mignnec is a type of a carth.,mignnec,carth,"glion infin, maesting",0,0,0,1,0,types,0,1,0
Nuden is not a type of a sprehent.,nuden,sprehent,"diophyte, voic drume",0,1,0,1,0,types,1,0,0
Compovere is not a type of a chesia.,compovere,chesia,"chesia, rubing",0,1,0,1,0,types,0,1,0
Furchent is a type of a cont.,furchent,cont,"cont, strumend",0,0,0,1,0,types,0,0,1
Camounker is a type of a barrhythmic.,camounker,barrhythmic,"muscennabiline, barrhythmic",0,0,0,1,0,types,0,1,0
Plainsing is not a type of an erustaur.,plainsing,erustaur,"sperfungs, cowarsian",0,1,0,1,0,types,1,0,0
Farra is a type of muslimen.,farra,muslimen,"predale, immadown",0,0,0,1,0,types,0,1,0
Banzo is not a type of a diety drug.,banzo,diety drug,"aration-pic, diety drug",0,1,0,1,0,types,0,0,1
Lity is not a type of a sport geness.,lity,sport geness,"sport geness, ointer fibre",0,1,0,1,0,types,1,0,0
Tysitti is not a type of a banicord.,tysitti,banicord,"outc, ambiquez",0,1,0,1,0,types,0,0,1
Amorrier is a type of cablens.,amorrier,cablens,"romeshiloh, tubino",0,0,0,1,0,types,0,1,0
Scrushmeno is a type of a coccupany.,scrushmeno,coccupany,"icemal, coccupany",0,0,0,1,0,types,0,1,0
Mucketful is not a type of a vexampany.,mucketful,vexampany,"beguciganicania, pinness",0,1,0,1,0,types,0,1,0
Bobwhithy is not a type of a flation.,bobwhithy,flation,"flation, arbiance",0,1,0,1,0,types,0,1,0
Pretter is a type of a buckrail.,pretter,buckrail,"brailway, buckrail",0,0,0,1,0,types,1,0,0
Backness is a type of a prector.,backness,prector,"parabiestomace, prector",0,0,0,1,0,types,1,0,0
Calles is a type of an icemal.,calles,icemal,"accid, icemal",0,0,0,1,0,types,0,1,0
Mour is a type of a shirth.,mour,shirth,"shirth, gationing",0,0,0,1,0,types,1,0,0
Balla is a type of an equez.,balla,equez,"amplourist, monoursuals",0,0,0,1,0,types,0,0,1
Groodworma is not a type of an edicalither.,groodworma,edicalither,"litarter, femaker",0,1,0,1,0,types,1,0,0
Nurisation is a type of an asman.,nurisation,asman,"visobe, gementation",0,0,0,1,0,types,0,0,1
Candness is not a type of a creadstor.,candness,creadstor,"pittley, raveness",0,1,0,1,0,types,1,0,0
Dysfundenet is not a type of miscabaskets.,dysfundenet,miscabaskets,"miscabaskets, soullect",0,1,0,1,0,types,1,0,0
Kneelief is a type of an edinger.,kneelief,edinger,"albuminess, edinger",0,0,0,1,0,types,1,0,0
Mour is a type of a gationing.,mour,gationing,"shirth, gationing",0,0,0,1,0,types,1,0,0
Summercheanolames is a type of a lunker.,summercheanolames,lunker,"lunker, scabilit",0,0,0,1,0,types,1,0,0
Jutlaype is a type of a strink.,jutlaype,strink,"womazine, matival",0,0,0,1,0,types,1,0,0
Refuela is not a type of dowgrapis.,refuela,dowgrapis,"healty, dowgrapis",0,1,0,1,0,types,0,1,0
Viewellish is not a type of an utcoagulant.,viewellish,utcoagulant,"utcoagulant, whitlook",0,1,0,1,0,types,1,0,0
Zambole is not a type of a hement.,zambole,hement,"optic frer, cablens",0,1,0,1,0,types,1,0,0
Callina is not a type of a congful.,callina,congful,"disportunny, congful",0,1,0,1,0,types,0,0,1
Banzo is not a type of an aration-pic.,banzo,aration-pic,"aration-pic, diety drug",0,1,0,1,0,types,0,1,0
Rainslow is a type of a voic drume.,rainslow,voic drume,"voic drume, madotro",0,0,0,1,0,types,1,0,0
Riveness is a type of a comiquence.,riveness,comiquence,"barrhythmic, comiquence",0,0,0,1,0,types,0,1,0
Novicism is not a type of a chronsion.,novicism,chronsion,"chronsion, khards",0,1,0,1,0,types,0,1,0
Nairshiloh is not a type of a depair pass.,nairshiloh,depair pass,"marment, hypovicery",0,1,0,1,0,types,0,1,0
Crusation is a type of an irrengtonemal.,crusation,irrengtonemal,"placking, musingion",0,0,0,1,0,types,0,0,1
Ambleshiva is a type of fillness.,ambleshiva,fillness,"fillness, noral field",0,0,0,1,0,types,1,0,0
Prescein is a type of furrieties.,prescein,furrieties,"furrieties, rical card",0,0,0,1,0,types,1,0,0
Peson is a type of a reportalist.,peson,reportalist,"wastelon, diserabia",0,0,0,1,0,types,0,0,1
Airlin is not a type of a mastent.,airlin,mastent,"unic drug, grouple",0,1,0,1,0,types,1,0,0
Gliobline is not a type of a quidium.,gliobline,quidium,"quidium, shotivent",0,1,0,1,0,types,1,0,0
Tadpoink is a type of a baccessing.,tadpoink,baccessing,"fillness, baccessing",0,0,0,1,0,types,0,1,0
Rudencrime is not a type of a veggist.,rudencrime,veggist,"advan, advision",0,1,0,1,0,types,0,1,0
Arter is a type of a stimager.,arter,stimager,"intman, vess",0,0,0,1,0,types,0,1,0
Swimwearia is a type of a memotlet.,swimwearia,memotlet,"strumend, dodgina",0,0,0,1,0,types,0,1,0
Prittaine is a type of a droptic.,prittaine,droptic,"actureak, droptic",0,0,0,1,0,types,1,0,0
Lifell is a type of a belish dump.,lifell,belish dump,"sea codelistup, flosupple",0,0,0,1,0,types,0,0,1
Sightle is a type of a specian.,sightle,specian,"excreaker, communiter",0,0,0,1,0,types,0,0,1
Pugling is not a type of an aestime.,pugling,aestime,"morization, vicementer",0,1,0,1,0,types,1,0,0
Pathew is not a type of a railroon.,pathew,railroon,"kness, railroon",0,1,0,1,0,types,0,1,0
Balless is not a type of a ver.,balless,ver,"bowlangui, metronment",0,1,0,1,0,types,0,1,0
Mesmodie is not a type of a genic biom.,mesmodie,genic biom,"utcoagulant, genic biom",0,1,0,1,0,types,0,0,1
Droca is not a type of inductus play.,droca,inductus play,"inductus play, publique",0,1,0,1,0,types,0,1,0
Salminia is a type of an edwarsalaxon.,salminia,edwarsalaxon,"mythiness, nettingua",0,0,0,1,0,types,1,0,0
Hoopecidium is not a type of a pherect.,hoopecidium,pherect,"publing, experson",0,1,0,1,0,types,0,1,0
Ampbelmono is a type of a nadotruce.,ampbelmono,nadotruce,"weighway, mastent",0,0,0,1,0,types,0,0,1
Endeavelaps is not a type of a decommo.,endeavelaps,decommo,"decommo, adointmanea",0,1,0,1,0,types,0,1,0
Aarhusband is not a type of a fedesiddine.,aarhusband,fedesiddine,"coperpeture, turnational clowfulnessing",0,1,0,1,0,types,1,0,0
Zabaglio is a type of a dency.,zabaglio,dency,"dency, irrent",0,0,0,1,0,types,1,0,0
Salminia is a type of a nettingua.,salminia,nettingua,"mythiness, nettingua",0,0,0,1,0,types,1,0,0
Surnes is a type of a veggist.,surnes,veggist,"cripping drug, hama",0,0,0,1,0,types,0,1,0
Hesia is not a type of a clothindi.,hesia,clothindi,"furbite, clothindi",0,1,0,1,0,types,0,1,0
Hout is not a type of a curinidium.,hout,curinidium,"transposis, curinidium",0,1,0,1,0,types,1,0,0
Stuyveroseole is not a type of quasariness.,stuyveroseole,quasariness,"movision, discashin",0,1,0,1,0,types,0,1,0
Gibler is a type of an amindbraine.,gibler,amindbraine,"diologist, quasantal",0,0,0,1,0,types,1,0,0
Aspendity is not a type of a fancium.,aspendity,fancium,"ence, tubacchandal",0,1,0,1,0,types,1,0,0
Shiter is not a type of a palapen.,shiter,palapen,"shability, hockholing",0,1,0,1,0,types,0,1,0
Viscot is a type of a cro-orger.,viscot,cro-orger,"cro-orger, corrhage",0,0,0,1,0,types,1,0,0
Righting is a type of a conolader.,righting,conolader,"scotter, hypnoter",0,0,0,1,0,types,0,0,1
Ordizzazz is a type of a pairfiela.,ordizzazz,pairfiela,"pairfiela, dromo",0,0,0,1,0,types,1,0,0
Stuyveroseole is a type of a discashin.,stuyveroseole,discashin,"movision, discashin",0,0,0,1,0,types,1,0,0
Rottlener is a type of an aphicator.,rottlener,aphicator,"sirecomma, aphicator",0,0,0,1,0,types,0,0,1
Atmostakeem is a type of a hama.,atmostakeem,hama,"hama, posis",0,0,0,1,0,types,0,0,1
Adverder is a type of a repor.,adverder,repor,"brainsion, hesication",0,0,0,1,0,types,1,0,0
Ambleshiva is not a type of an ephrisation.,ambleshiva,ephrisation,"fillness, noral field",0,1,0,1,0,types,1,0,0
Acco is not a type of a rusaliving.,acco,rusaliving,"rusaliving, tubacchandal",0,1,0,1,0,types,0,1,0
Nigglion is not a type of a cro-orger.,nigglion,cro-orger,"cro-orger, edication",0,1,0,1,0,types,0,0,1
Bugglion is not a type of a raince.,bugglion,raince,"advision, raince",0,1,0,1,0,types,0,0,1
Jutlaype is not a type of a matival.,jutlaype,matival,"womazine, matival",0,1,0,1,0,types,0,0,1
Poding is not a type of a phankint.,poding,phankint,"sweetop, diologist",0,1,0,1,0,types,0,0,1
Flation is not a type of an odontain.,flation,odontain,"symption, aestime",0,1,0,1,0,types,0,1,0
Mothou is not a type of a mimekeep.,mothou,mimekeep,"whitlook, palapen",0,1,0,1,0,types,1,0,0
Undum is not a type of a fawk.,undum,fawk,"eraphysic, fawk",0,1,0,1,0,types,0,1,0
Alligram is a type of a haetermin.,alligram,haetermin,"haetermin, bactual",0,0,0,1,0,types,0,1,0
Disdainshift is a type of a cowskippine.,disdainshift,cowskippine,"cowskippine, romotor",0,0,0,1,0,types,0,0,1
Haviaturbia is not a type of a merio.,haviaturbia,merio,"prin, marment",0,1,0,1,0,types,0,1,0
Resthenko is not a type of a dissue beaniship.,resthenko,dissue beaniship,"browfish, dissue beaniship",0,1,0,1,0,types,0,0,1
Pugling is not a type of a vicementer.,pugling,vicementer,"morization, vicementer",0,1,0,1,0,types,1,0,0
Classant is not a type of a stimager.,classant,stimager,"kness, mediology",0,1,0,1,0,types,0,0,1
Scontifa is a type of a cowserker.,scontifa,cowserker,"falcultivity, irrashifter",0,0,0,1,0,types,0,0,1
Mouria is a type of an optic frer.,mouria,optic frer,"optic frer, scotter",0,0,0,1,0,types,1,0,0
Stalkinter is not a type of a hola.,stalkinter,hola,"diserabia, infriety",0,1,0,1,0,types,0,1,0
Demorrie is not a type of an immadown.,demorrie,immadown,"neckon, reportalist",0,1,0,1,0,types,0,1,0
Ampher is not a type of a beguciganicania.,ampher,beguciganicania,"phic horisdico, beguciganicania",0,1,0,1,0,types,0,0,1
Kleinuance is a type of a wild app.,kleinuance,wild app,"nembrara, flagrading",0,0,0,1,0,types,1,0,0
Berso is a type of posis.,berso,posis,"curder, aestime",0,0,0,1,0,types,1,0,0
Asmodiaz is a type of a discashin.,asmodiaz,discashin,"flowne, cowskippine",0,0,0,1,0,types,1,0,0
Roodiaz is a type of a passmal.,roodiaz,passmal,"passmal, brime",0,0,0,1,0,types,1,0,0
Clastermer is a type of a fancium.,clastermer,fancium,"madotro, idifictner",0,0,0,1,0,types,1,0,0
Schting is a type of a hetion.,schting,hetion,"hetion, implacid",0,0,0,1,0,types,1,0,0
Viscot is not a type of an imbatsman.,viscot,imbatsman,"cro-orger, corrhage",0,1,0,1,0,types,1,0,0
Athway is a type of a strink.,athway,strink,"cutiness, mechnap-bre",0,0,0,1,0,types,1,0,0
Boulfilm is not a type of a timusion.,boulfilm,timusion,"foyevsky, timusion",0,1,0,1,0,types,0,1,0
Sembletitics is a type of a slement.,sembletitics,slement,"slement, elmination",0,0,0,1,0,types,0,1,0
Bogence is a type of a flor.,bogence,flor,"stribulant, flor",0,0,0,1,0,types,0,1,0
Learnager is not a type of an attitlestifa.,learnager,attitlestifa,"trostine, icemal",0,1,0,1,0,types,0,1,0
Svedbership is not a type of a hall prosis.,svedbership,hall prosis,"brainsion, hall prosis",0,1,0,1,0,types,1,0,0
Churcation is not a type of a membody.,churcation,membody,"pon syste, membody",0,1,0,1,0,types,0,0,1
Brarati is not a type of a mediology.,brarati,mediology,"professic, mediology",0,1,0,1,0,types,1,0,0
Medanse is not a type of an ilkwood dician.,medanse,ilkwood dician,"diety drug, edwarsalaxon",0,1,0,1,0,types,0,1,0
Middeness is a type of a barrhythmic.,middeness,barrhythmic,"levisible servant, cism",0,0,0,1,0,types,1,0,0
Mucketful is a type of a romeshiloh.,mucketful,romeshiloh,"beguciganicania, pinness",0,0,0,1,0,types,0,0,1
Piquelatan is not a type of a summy.,piquelatan,summy,"outpouch, dency",0,1,0,1,0,types,0,1,0
Toolshee is a type of an epipe.,toolshee,epipe,"phic horisdico, carence",0,0,0,1,0,types,0,0,1
Mozama is not a type of a prin.,mozama,prin,"muscennabiline, infriety",0,1,0,1,0,types,1,0,0
Dixield is not a type of a faeroovicer.,dixield,faeroovicer,"squailway, boosh",0,1,0,1,0,types,1,0,0
Acclimat is a type of a flagrading.,acclimat,flagrading,"procurd, ilkwood dician",0,0,0,1,0,types,1,0,0
Paviliatriophent is a type of a bergladiome.,paviliatriophent,bergladiome,"sea codelistup, carth",0,0,0,1,0,types,1,0,0
Cavicle is a type of an irrence.,cavicle,irrence,"gagarmerision, turnational clowfulnessing",0,0,0,1,0,types,1,0,0
Daddafitting is a type of a ricania.,daddafitting,ricania,"execund, browfish",0,0,0,1,0,types,0,1,0
Roommat is not a type of mythiness.,roommat,mythiness,"mythiness, frieting",0,1,0,1,0,types,1,0,0
Koperusk is a type of a roothache.,koperusk,roothache,"hama, roothache",0,0,0,1,0,types,0,1,0
Pherdiomy is not a type of a wadium.,pherdiomy,wadium,"wadium, polician",0,1,0,1,0,types,1,0,0
Perfuncium is a type of a publique.,perfuncium,publique,"chaif, gavance",0,0,0,1,0,types,1,0,0
Sembletitics is not a type of an elmination.,sembletitics,elmination,"slement, elmination",0,1,0,1,0,types,0,1,0
Callade is a type of an erustaur.,callade,erustaur,"pholens, puerintesis",0,0,0,1,0,types,0,1,0
Refuelation is a type of an edication.,refuelation,edication,"transposis, edication",0,0,0,1,0,types,1,0,0
Camounker is a type of a blaciding.,camounker,blaciding,"muscennabiline, barrhythmic",0,0,0,1,0,types,1,0,0
Willardiomyosarchass is a type of an intman.,willardiomyosarchass,intman,"vapol, intman",0,0,0,1,0,types,1,0,0
Oedemore is not a type of a vocal armound.,oedemore,vocal armound,"waltwater, turnational clowfulnessing",0,1,0,1,0,types,1,0,0
Insiddless is a type of a sternation.,insiddless,sternation,"rical card, contaterim",0,0,0,1,0,types,0,0,1
Ancy is a type of a carence.,ancy,carence,"pherect, carence",0,0,0,1,0,types,1,0,0
Skirthart is not a type of a decommo.,skirthart,decommo,"copert, turnational clowfulnessing",0,1,0,1,0,types,0,1,0
Dahlimazel is not a type of a ballia.,dahlimazel,ballia,"kharm, mountruce",0,1,0,1,0,types,0,0,1
Prostop is not a type of miscabaskets.,prostop,miscabaskets,"pilader, miscabaskets",0,1,0,1,0,types,1,0,0
Refulness is not a type of a haetermin.,refulness,haetermin,"johorshing, reightedness",0,1,0,1,0,types,0,0,1
Embleties is not a type of a hetion.,embleties,hetion,"timbing, hetion",0,1,0,1,0,types,1,0,0
Djibouller is a type of a whitlook.,djibouller,whitlook,"whitlook, ence",0,0,0,1,0,types,0,0,1
Ereakink is not a type of a quidium.,ereakink,quidium,"housnession, supporism",0,1,0,1,0,types,0,0,1
Candness is a type of raveness.,candness,raveness,"pittley, raveness",0,0,0,1,0,types,1,0,0
Brevella is not a type of a hesiddent.,brevella,hesiddent,"driffinife, haetermin",0,1,0,1,0,types,1,0,0
Hightins is a type of a goldfaster.,hightins,goldfaster,"cism, sea codelistup",0,0,0,1,0,types,1,0,0
Brevella is a type of a driffinife.,brevella,driffinife,"driffinife, haetermin",0,0,0,1,0,types,1,0,0
Contre is not a type of a mentihype.,contre,mentihype,"funce, port gency",0,1,0,1,0,types,1,0,0
Compover is a type of perveness.,compover,perveness,"multivisite, perveness",0,0,0,1,0,types,0,0,1
Grandpoing is a type of a santitude.,grandpoing,santitude,"santitude, washness",0,0,0,1,0,types,0,1,0
Candslip is not a type of khards.,candslip,khards,"examitt, driffinife",0,1,0,1,0,types,0,0,1
Excitan is not a type of a graphilosophy.,excitan,graphilosophy,"limility, parint",0,1,0,1,0,types,1,0,0
Cons is not a type of seveness.,cons,seveness,"flowinger, seveness",0,1,0,1,0,types,1,0,0
Bookshot is a type of a waymetring.,bookshot,waymetring,"majamage, holokai",0,0,0,1,0,types,1,0,0
Svedbership is a type of a brainsion.,svedbership,brainsion,"brainsion, hall prosis",0,0,0,1,0,types,1,0,0
Candonalist is not a type of a slobacci.,candonalist,slobacci,"slobacci, parint",0,1,0,1,0,types,1,0,0
Steing is a type of a romotor.,steing,romotor,"predale, clothindi",0,0,0,1,0,types,1,0,0
Madnes is a type of a serialism.,madnes,serialism,"guilluctation, assant",0,0,0,1,0,types,1,0,0
Genesent is a type of a wadium.,genesent,wadium,"syndry, wadium",0,0,0,1,0,types,1,0,0
Changle is not a type of an expecient.,changle,expecient,"fancium, goyaltiva",0,1,0,1,0,types,0,0,1
Oini is not a type of a frer.,oini,frer,"rigment, tratence",0,1,0,1,0,types,1,0,0
Inck is a type of an apportime.,inck,apportime,"bravelapine, apportime",0,0,0,1,0,types,0,0,1
Surnamender is a type of a maesting.,surnamender,maesting,"edwarsalaxon, acclina",0,0,0,1,0,types,1,0,0
Nurization is not a type of a chronment.,nurization,chronment,"chronment, themia",0,1,0,1,0,types,0,0,1
Hemoise is not a type of an edinger.,hemoise,edinger,"nembrara, edinger",0,1,0,1,0,types,0,0,1
Salminia is not a type of a nettingua.,salminia,nettingua,"mythiness, nettingua",0,1,0,1,0,types,1,0,0
Guzzliness is a type of a roomman.,guzzliness,roomman,"reposis, sternation",0,0,0,1,0,types,1,0,0
Fluiding is a type of a funce.,fluiding,funce,"embell, cablenession",0,0,0,1,0,types,0,0,1
Jalais is a type of a gagarmerision.,jalais,gagarmerision,"scastent, jackets",0,0,0,1,0,types,1,0,0
Rottlener is not a type of an aphicator.,rottlener,aphicator,"sirecomma, aphicator",0,1,0,1,0,types,0,0,1
Babysis is not a type of a fancium.,babysis,fancium,"dowgrapis, mentoxin",0,1,0,1,0,types,1,0,0
Dissing is a type of a traft.,dissing,traft,"execund, beguciganicania",0,0,0,1,0,types,0,0,1
Rubbings is a type of a belmody.,rubbings,belmody,"opichilar, willabour",0,0,0,1,0,types,0,1,0
Irrence is a type of a veggist.,irrence,veggist,"banicord, masterose",0,0,0,1,0,types,1,0,0
Showcas is a type of a comiquence.,showcas,comiquence,"amindbraine, delic",0,0,0,1,0,types,1,0,0
Bridence is a type of a cyphenon.,bridence,cyphenon,"cyphenon, schnah",0,0,0,1,0,types,0,0,1
